Date,Location,Team,Opponent,At Bats,Singles,Doubles,Triples,Home Runs,Total Bases
2023-08-03,American Family Field,Pittsburgh Pirates,Milwaukee Brewers,33,6,0,0,0,6
2023-08-03,Busch Stadium,St. Louis Cardinals,Minnesota Twins,35,6,1,0,1,12
2023-08-03,Busch Stadium,Minnesota Twins,St. Louis Cardinals,34,4,1,0,2,14
2023-08-03,Wrigley Field,Chicago Cubs,Cincinnati Reds,30,3,4,0,0,11
2023-08-03,Wrigley Field,Cincinnati Reds,Chicago Cubs,34,4,2,0,2,16
2023-08-03,Angel Stadium,Los Angeles Angels,Seattle Mariners,32,4,1,0,1,10
2023-08-03,Angel Stadium,Seattle Mariners,Los Angeles Angels,34,6,0,0,2,14
2023-08-03,Dodger Stadium,Los Angeles Dodgers,Oakland Athletics,36,7,6,0,1,23
2023-08-03,Dodger Stadium,Oakland Athletics,Los Angeles Dodgers,30,1,2,0,2,13
2023-08-04,Wrigley Field,Chicago Cubs,Atlanta Braves,29,4,0,0,0,4
2023-08-04,Wrigley Field,Atlanta Braves,Chicago Cubs,37,4,3,1,3,25
2023-08-04,Great American Ball Park,Cincinnati Reds,Washington Nationals,37,3,1,0,3,17
2023-08-04,Great American Ball Park,Washington Nationals,Cincinnati Reds,35,3,1,0,3,17
2023-08-04,Comerica Park,Detroit Tigers,Tampa Bay Rays,29,2,1,0,0,4
2023-08-04,Comerica Park,Tampa Bay Rays,Detroit Tigers,41,10,2,0,1,18
2023-08-04,Oriole Park at Camden Yards,Baltimore Orioles,New York Mets,34,8,3,0,1,18
2023-08-04,Oriole Park at Camden Yards,New York Mets,Baltimore Orioles,29,1,3,0,0,7
2023-08-04,Citizens Bank Park,Philadelphia Phillies,Kansas City Royals,35,3,5,0,1,17
2023-08-04,Citizens Bank Park,Kansas City Royals,Philadelphia Phillies,37,5,3,1,2,22
2023-08-04,Yankee Stadium,New York Yankees,Houston Astros,34,4,1,0,3,18
2023-08-04,Yankee Stadium,Houston Astros,New York Yankees,36,4,3,0,2,18
2023-08-04,Fenway Park,Boston Red Sox,Toronto Blue Jays,31,3,1,0,2,13
2023-08-04,Fenway Park,Toronto Blue Jays,Boston Red Sox,39,6,3,0,5,32
2023-08-04,Progressive Field,Cleveland Guardians,Chicago White Sox,32,5,2,1,1,16
2023-08-04,Progressive Field,Chicago White Sox,Cleveland Guardians,31,5,2,0,0,9
2023-08-04,Globe Life Field,Texas Rangers,Miami Marlins,32,4,3,0,3,22
2023-08-04,Globe Life Field,Miami Marlins,Texas Rangers,33,4,2,0,1,12
2023-08-04,Target Field,Minnesota Twins,Arizona Diamondbacks,31,4,0,0,3,16
2023-08-04,Target Field,Arizona Diamondbacks,Minnesota Twins,36,7,1,0,1,13
2023-08-04,American Family Field,Milwaukee Brewers,Pittsburgh Pirates,35,6,1,0,1,12
2023-08-04,American Family Field,Pittsburgh Pirates,Milwaukee Brewers,38,5,2,1,4,28
2023-08-04,Busch Stadium,St. Louis Cardinals,Colorado Rockies,39,9,2,0,3,25
2023-08-04,Busch Stadium,Colorado Rockies,St. Louis Cardinals,42,11,4,0,0,19
2023-08-04,Angel Stadium,Los Angeles Angels,Seattle Mariners,37,6,2,0,3,22
2023-08-04,Angel Stadium,Seattle Mariners,Los Angeles Angels,39,6,4,0,4,30
2023-08-04,Petco Park,San Diego Padres,Los Angeles Dodgers,36,8,1,0,1,14
2023-08-04,Petco Park,Los Angeles Dodgers,San Diego Padres,37,7,3,0,1,17
2023-08-05,Yankee Stadium,New York Yankees,Houston Astros,30,5,2,0,2,17
2023-08-05,Yankee Stadium,Houston Astros,New York Yankees,27,1,0,0,1,5
2023-08-05,Comerica Park,Detroit Tigers,Tampa Bay Rays,37,7,4,0,1,19
2023-08-05,Comerica Park,Tampa Bay Rays,Detroit Tigers,33,7,0,0,0,7
2023-08-05,Wrigley Field,Chicago Cubs,Atlanta Braves,35,5,2,0,3,21
2023-08-05,Wrigley Field,Atlanta Braves,Chicago Cubs,33,7,1,0,2,17
2023-08-05,Globe Life Field,Texas Rangers,Miami Marlins,32,3,3,0,3,21
2023-08-05,Globe Life Field,Miami Marlins,Texas Rangers,35,7,2,0,2,19
2023-08-05,Great American Ball Park,Cincinnati Reds,Washington Nationals,30,3,0,0,1,7
2023-08-05,Great American Ball Park,Washington Nationals,Cincinnati Reds,39,5,7,0,0,19
2023-08-05,Fenway Park,Boston Red Sox,Toronto Blue Jays,34,7,2,0,1,15
2023-08-05,Fenway Park,Toronto Blue Jays,Boston Red Sox,39,12,1,0,1,18
2023-08-05,Citizens Bank Park,Philadelphia Phillies,Kansas City Royals,34,8,2,0,3,24
2023-08-05,Citizens Bank Park,Kansas City Royals,Philadelphia Phillies,33,3,0,1,2,14
2023-08-05,Oriole Park at Camden Yards,Baltimore Orioles,New York Mets,36,5,5,0,2,23
2023-08-05,Oriole Park at Camden Yards,New York Mets,Baltimore Orioles,33,3,3,0,1,13
2023-08-05,Oakland Coliseum,Oakland Athletics,San Francisco Giants,28,5,0,0,1,9
2023-08-05,Oakland Coliseum,San Francisco Giants,Oakland Athletics,28,3,0,0,0,3
2023-08-05,Target Field,Minnesota Twins,Arizona Diamondbacks,40,10,2,1,4,33
2023-08-05,Target Field,Arizona Diamondbacks,Minnesota Twins,29,1,0,0,1,5
2023-08-05,Progressive Field,Cleveland Guardians,Chicago White Sox,33,5,2,0,0,9
2023-08-05,Progressive Field,Chicago White Sox,Cleveland Guardians,37,6,2,0,4,26
2023-08-05,American Family Field,Milwaukee Brewers,Pittsburgh Pirates,36,8,1,0,0,10
2023-08-05,American Family Field,Pittsburgh Pirates,Milwaukee Brewers,32,2,1,0,0,4
2023-08-05,Busch Stadium,St. Louis Cardinals,Colorado Rockies,34,7,2,1,1,18
2023-08-05,Busch Stadium,Colorado Rockies,St. Louis Cardinals,33,5,1,0,1,11
2023-08-05,Petco Park,San Diego Padres,Los Angeles Dodgers,34,10,0,0,1,14
2023-08-05,Petco Park,Los Angeles Dodgers,San Diego Padres,30,4,1,0,1,10
2023-08-05,Angel Stadium,Los Angeles Angels,Seattle Mariners,31,4,1,0,1,10
2023-08-05,Angel Stadium,Seattle Mariners,Los Angeles Angels,31,4,3,0,0,10
2023-08-06,Progressive Field,Cleveland Guardians,Chicago White Sox,32,3,3,0,1,13
2023-08-06,Progressive Field,Chicago White Sox,Cleveland Guardians,37,6,3,1,0,15
2023-08-06,Oriole Park at Camden Yards,Baltimore Orioles,New York Mets,29,4,1,1,0,9
2023-08-06,Oriole Park at Camden Yards,New York Mets,Baltimore Orioles,29,3,1,0,0,5
2023-08-06,Fenway Park,Boston Red Sox,Toronto Blue Jays,34,5,2,0,1,13
2023-08-06,Fenway Park,Toronto Blue Jays,Boston Red Sox,41,9,5,1,1,26
2023-08-06,Citizens Bank Park,Philadelphia Phillies,Kansas City Royals,33,7,2,0,3,23
2023-08-06,Citizens Bank Park,Kansas City Royals,Philadelphia Phillies,34,5,1,0,1,11
2023-08-06,Yankee Stadium,New York Yankees,Houston Astros,36,5,2,0,1,13
2023-08-06,Yankee Stadium,Houston Astros,New York Yankees,33,2,0,0,4,18
2023-08-06,Great American Ball Park,Cincinnati Reds,Washington Nationals,33,5,0,0,2,13
2023-08-06,Great American Ball Park,Washington Nationals,Cincinnati Reds,35,6,2,0,2,18
2023-08-06,Comerica Park,Detroit Tigers,Tampa Bay Rays,34,8,2,0,1,16
2023-08-06,Comerica Park,Tampa Bay Rays,Detroit Tigers,41,8,2,0,3,24
2023-08-06,Target Field,Minnesota Twins,Arizona Diamondbacks,27,3,1,0,2,13
2023-08-06,Target Field,Arizona Diamondbacks,Minnesota Twins,36,8,2,0,1,16
2023-08-06,American Family Field,Milwaukee Brewers,Pittsburgh Pirates,30,3,1,0,0,5
2023-08-06,American Family Field,Pittsburgh Pirates,Milwaukee Brewers,32,2,1,0,3,16
2023-08-06,Busch Stadium,St. Louis Cardinals,Colorado Rockies,35,6,2,0,0,10
2023-08-06,Busch Stadium,Colorado Rockies,St. Louis Cardinals,29,3,2,0,0,7
2023-08-06,Wrigley Field,Chicago Cubs,Atlanta Braves,30,5,2,0,0,9
2023-08-06,Wrigley Field,Atlanta Braves,Chicago Cubs,36,7,2,0,1,15
2023-08-06,Globe Life Field,Texas Rangers,Miami Marlins,34,3,1,0,4,21
2023-08-06,Globe Life Field,Miami Marlins,Texas Rangers,31,4,2,0,0,8
2023-08-06,Angel Stadium,Los Angeles Angels,Seattle Mariners,36,4,1,0,1,10
2023-08-06,Angel Stadium,Seattle Mariners,Los Angeles Angels,37,4,1,0,2,14
2023-08-06,Oakland Coliseum,Oakland Athletics,San Francisco Giants,32,5,3,1,2,22
2023-08-06,Oakland Coliseum,San Francisco Giants,Oakland Athletics,37,9,0,0,0,9
2023-08-06,Petco Park,San Diego Padres,Los Angeles Dodgers,33,4,1,0,2,14
2023-08-06,Petco Park,Los Angeles Dodgers,San Diego Padres,39,6,3,0,3,24
2023-08-07,Petco Park,San Diego Padres,Los Angeles Dodgers,35,7,2,0,2,19
2023-08-07,Petco Park,Los Angeles Dodgers,San Diego Padres,40,8,4,0,2,24
2023-08-07,Comerica Park,Detroit Tigers,Minnesota Twins,35,6,1,0,1,12
2023-08-07,Comerica Park,Minnesota Twins,Detroit Tigers,39,7,3,0,2,21
2023-08-07,Great American Ball Park,Cincinnati Reds,Miami Marlins,29,2,1,1,2,15
2023-08-07,Great American Ball Park,Miami Marlins,Cincinnati Reds,32,3,0,0,2,11
2023-08-07,PNC Park,Pittsburgh Pirates,Atlanta Braves,32,5,3,0,1,15
2023-08-07,PNC Park,Atlanta Braves,Pittsburgh Pirates,37,7,2,0,1,15
2023-08-07,Fenway Park,Boston Red Sox,Kansas City Royals,31,2,3,0,1,12
2023-08-07,Fenway Park,Kansas City Royals,Boston Red Sox,34,5,3,0,0,11
2023-08-07,Citi Field,New York Mets,Chicago Cubs,35,9,0,0,3,21
2023-08-07,Citi Field,Chicago Cubs,New York Mets,35,9,0,0,0,9
2023-08-07,Progressive Field,Cleveland Guardians,Toronto Blue Jays,31,5,0,0,0,5
2023-08-07,Progressive Field,Toronto Blue Jays,Cleveland Guardians,31,2,2,0,1,10
2023-08-07,Guaranteed Rate Field,Chicago White Sox,New York Yankees,27,4,1,0,1,10
2023-08-07,Guaranteed Rate Field,New York Yankees,Chicago White Sox,32,5,1,0,0,7
2023-08-07,American Family Field,Milwaukee Brewers,Colorado Rockies,37,7,2,1,3,26
2023-08-07,American Family Field,Colorado Rockies,Milwaukee Brewers,28,0,0,0,1,4
2023-08-07,Angel Stadium,Los Angeles Angels,San Francisco Giants,36,6,2,1,0,13
2023-08-07,Angel Stadium,San Francisco Giants,Los Angeles Angels,37,7,3,0,1,17
2023-08-07,Oakland Coliseum,Oakland Athletics,Texas Rangers,32,3,3,0,0,9
2023-08-07,Oakland Coliseum,Texas Rangers,Oakland Athletics,34,2,5,0,0,12
2023-08-08,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,35,5,2,0,1,13
2023-08-08,Citizens Bank Park,Washington Nationals,Philadelphia Phillies,36,5,0,0,3,17
2023-08-08,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,34,5,1,0,4,23
2023-08-08,Citizens Bank Park,Washington Nationals,Philadelphia Phillies,38,7,2,0,2,19
2023-08-08,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,35,5,2,0,1,13
2023-08-08,Citizens Bank Park,Washington Nationals,Philadelphia Phillies,36,5,0,0,3,17
2023-08-08,Tropicana Field,Tampa Bay Rays,St. Louis Cardinals,33,10,0,1,1,17
2023-08-08,Tropicana Field,St. Louis Cardinals,Tampa Bay Rays,32,2,1,1,2,15
2023-08-08,Comerica Park,Detroit Tigers,Minnesota Twins,35,8,2,0,1,16
2023-08-08,Comerica Park,Minnesota Twins,Detroit Tigers,32,4,2,0,0,8
2023-08-08,Great American Ball Park,Cincinnati Reds,Miami Marlins,32,3,2,1,0,10
2023-08-08,Great American Ball Park,Miami Marlins,Cincinnati Reds,33,3,3,0,1,13
2023-08-08,Oriole Park at Camden Yards,Baltimore Orioles,Houston Astros,32,4,1,1,2,17
2023-08-08,Oriole Park at Camden Yards,Houston Astros,Baltimore Orioles,36,9,0,0,1,13
2023-08-08,PNC Park,Pittsburgh Pirates,Atlanta Braves,35,4,1,0,4,22
2023-08-08,PNC Park,Atlanta Braves,Pittsburgh Pirates,40,8,4,0,2,24
2023-08-08,Fenway Park,Boston Red Sox,Kansas City Royals,33,3,2,0,1,11
2023-08-08,Fenway Park,Kansas City Royals,Boston Red Sox,41,8,4,0,3,28
2023-08-08,Citi Field,New York Mets,Chicago Cubs,32,4,1,0,1,10
2023-08-08,Citi Field,Chicago Cubs,New York Mets,34,4,2,0,2,16
2023-08-08,Progressive Field,Cleveland Guardians,Toronto Blue Jays,27,1,2,0,0,5
2023-08-08,Progressive Field,Toronto Blue Jays,Cleveland Guardians,35,9,0,0,0,9
2023-08-08,Guaranteed Rate Field,Chicago White Sox,New York Yankees,33,4,1,0,1,10
2023-08-08,Guaranteed Rate Field,New York Yankees,Chicago White Sox,37,10,1,0,2,20
2023-08-08,American Family Field,Milwaukee Brewers,Colorado Rockies,37,6,1,0,2,16
2023-08-08,American Family Field,Colorado Rockies,Milwaukee Brewers,32,2,1,0,3,16
2023-08-08,Angel Stadium,Los Angeles Angels,San Francisco Giants,35,5,6,0,1,21
2023-08-08,Angel Stadium,San Francisco Giants,Los Angeles Angels,32,4,0,0,1,8
2023-08-08,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,35,9,0,1,0,12
2023-08-08,Chase Field,Los Angeles Dodgers,Arizona Diamondbacks,34,6,3,0,0,12
2023-08-08,T-Mobile Park,Seattle Mariners,San Diego Padres,31,6,2,1,0,13
2023-08-08,T-Mobile Park,San Diego Padres,Seattle Mariners,30,2,1,0,0,4
2023-08-08,Oakland Coliseum,Oakland Athletics,Texas Rangers,30,2,0,0,1,6
2023-08-08,Oakland Coliseum,Texas Rangers,Oakland Athletics,39,5,6,1,1,24
2023-08-09,Great American Ball Park,Cincinnati Reds,Miami Marlins,36,8,0,0,2,16
2023-08-09,Great American Ball Park,Miami Marlins,Cincinnati Reds,34,4,1,0,3,18
2023-08-09,American Family Field,Milwaukee Brewers,Colorado Rockies,40,5,3,0,2,19
2023-08-09,American Family Field,Colorado Rockies,Milwaukee Brewers,36,4,2,0,1,12
2023-08-09,Oakland Coliseum,Oakland Athletics,Texas Rangers,30,5,1,0,1,11
2023-08-09,Oakland Coliseum,Texas Rangers,Oakland Athletics,31,3,1,0,0,5
2023-08-09,Tropicana Field,Tampa Bay Rays,St. Louis Cardinals,35,5,1,0,3,19
2023-08-09,Tropicana Field,St. Louis Cardinals,Tampa Bay Rays,35,7,1,0,1,13
2023-08-09,Comerica Park,Detroit Tigers,Minnesota Twins,40,12,2,1,2,27
2023-08-09,Comerica Park,Minnesota Twins,Detroit Tigers,34,2,3,0,2,16
2023-08-09,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,30,4,1,0,3,18
2023-08-09,Citizens Bank Park,Washington Nationals,Philadelphia Phillies,27,0,0,0,0,0
2023-08-09,Oriole Park at Camden Yards,Baltimore Orioles,Houston Astros,34,5,0,1,1,12
2023-08-09,Oriole Park at Camden Yards,Houston Astros,Baltimore Orioles,37,8,2,0,1,16
2023-08-09,PNC Park,Pittsburgh Pirates,Atlanta Braves,38,8,1,0,1,14
2023-08-09,PNC Park,Atlanta Braves,Pittsburgh Pirates,40,11,4,0,0,19
2023-08-09,Fenway Park,Boston Red Sox,Kansas City Royals,28,4,2,0,1,12
2023-08-09,Fenway Park,Kansas City Royals,Boston Red Sox,32,2,2,0,3,18
2023-08-09,Citi Field,New York Mets,Chicago Cubs,33,5,1,0,2,15
2023-08-09,Citi Field,Chicago Cubs,New York Mets,32,4,0,1,2,15
2023-08-09,Progressive Field,Cleveland Guardians,Toronto Blue Jays,31,4,2,0,0,8
2023-08-09,Progressive Field,Toronto Blue Jays,Cleveland Guardians,33,7,0,0,1,11
2023-08-09,Guaranteed Rate Field,Chicago White Sox,New York Yankees,35,7,3,0,1,17
2023-08-09,Guaranteed Rate Field,New York Yankees,Chicago White Sox,29,5,0,0,1,9
2023-08-09,Angel Stadium,Los Angeles Angels,San Francisco Giants,28,1,2,0,1,9
2023-08-09,Angel Stadium,San Francisco Giants,Los Angeles Angels,31,4,1,0,0,6
2023-08-09,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,30,3,1,0,0,5
2023-08-09,Chase Field,Los Angeles Dodgers,Arizona Diamondbacks,32,7,1,0,0,9
2023-08-09,T-Mobile Park,Seattle Mariners,San Diego Padres,32,8,1,0,1,14
2023-08-09,T-Mobile Park,San Diego Padres,Seattle Mariners,31,4,0,0,0,4
2023-08-10,Oriole Park at Camden Yards,Baltimore Orioles,Houston Astros,29,3,2,1,2,18
2023-08-10,Oriole Park at Camden Yards,Houston Astros,Baltimore Orioles,38,6,2,0,2,18
2023-08-10,PNC Park,Pittsburgh Pirates,Atlanta Braves,33,8,1,1,0,13
2023-08-10,PNC Park,Atlanta Braves,Pittsburgh Pirates,38,9,1,0,2,19
2023-08-10,Progressive Field,Cleveland Guardians,Toronto Blue Jays,29,1,4,0,0,9
2023-08-10,Progressive Field,Toronto Blue Jays,Cleveland Guardians,36,7,3,0,0,13
2023-08-10,Comerica Park,Detroit Tigers,Minnesota Twins,31,5,2,0,1,13
2023-08-10,Comerica Park,Minnesota Twins,Detroit Tigers,29,2,0,0,0,2
2023-08-10,Tropicana Field,Tampa Bay Rays,St. Louis Cardinals,30,3,0,1,0,6
2023-08-10,Tropicana Field,St. Louis Cardinals,Tampa Bay Rays,38,6,3,0,2,20
2023-08-10,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,30,1,2,0,3,17
2023-08-10,Citizens Bank Park,Washington Nationals,Philadelphia Phillies,38,6,4,0,0,14
2023-08-10,Fenway Park,Boston Red Sox,Kansas City Royals,30,4,4,0,0,12
2023-08-10,Fenway Park,Kansas City Royals,Boston Red Sox,33,5,1,1,0,10
2023-08-10,Dodger Stadium,Los Angeles Dodgers,Colorado Rockies,26,3,1,0,1,9
2023-08-10,Dodger Stadium,Colorado Rockies,Los Angeles Dodgers,30,2,1,0,1,8
2023-08-11,Tropicana Field,Tampa Bay Rays,Cleveland Guardians,32,3,2,0,2,15
2023-08-11,Tropicana Field,Cleveland Guardians,Tampa Bay Rays,37,8,0,1,1,15
2023-08-11,loanDepot park,Miami Marlins,New York Yankees,33,1,3,1,1,14
2023-08-11,loanDepot park,New York Yankees,Miami Marlins,39,11,1,0,2,21
2023-08-11,Nationals Park,Washington Nationals,Oakland Athletics,33,9,0,0,3,21
2023-08-11,Nationals Park,Oakland Athletics,Washington Nationals,33,5,1,0,0,7
2023-08-11,PNC Park,Pittsburgh Pirates,Cincinnati Reds,33,4,1,0,1,10
2023-08-11,PNC Park,Cincinnati Reds,Pittsburgh Pirates,37,8,1,1,1,17
2023-08-11,Citizens Bank Park,Philadelphia Phillies,Minnesota Twins,36,8,4,0,3,28
2023-08-11,Citizens Bank Park,Minnesota Twins,Philadelphia Phillies,32,4,1,0,2,14
2023-08-11,Rogers Centre,Toronto Blue Jays,Chicago Cubs,32,4,0,0,1,8
2023-08-11,Rogers Centre,Chicago Cubs,Toronto Blue Jays,36,6,2,0,2,18
2023-08-11,Fenway Park,Boston Red Sox,Detroit Tigers,32,8,0,0,1,12
2023-08-11,Fenway Park,Detroit Tigers,Boston Red Sox,29,1,0,0,1,5
2023-08-11,Citi Field,New York Mets,Atlanta Braves,32,6,1,0,0,8
2023-08-11,Citi Field,Atlanta Braves,New York Mets,36,8,2,0,1,16
2023-08-11,Minute Maid Park,Houston Astros,Los Angeles Angels,38,10,3,0,2,24
2023-08-11,Minute Maid Park,Los Angeles Angels,Houston Astros,33,5,0,1,1,12
2023-08-11,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,38,10,3,0,3,28
2023-08-11,Kauffman Stadium,St. Louis Cardinals,Kansas City Royals,36,5,4,0,2,21
2023-08-11,Guaranteed Rate Field,Chicago White Sox,Milwaukee Brewers,37,8,1,0,1,14
2023-08-11,Guaranteed Rate Field,Milwaukee Brewers,Chicago White Sox,41,9,1,0,1,15
2023-08-11,Chase Field,Arizona Diamondbacks,San Diego Padres,30,2,1,0,2,12
2023-08-11,Chase Field,San Diego Padres,Arizona Diamondbacks,40,8,3,1,2,25
2023-08-11,Dodger Stadium,Los Angeles Dodgers,Colorado Rockies,30,9,2,0,0,13
2023-08-11,Dodger Stadium,Colorado Rockies,Los Angeles Dodgers,32,5,1,0,0,7
2023-08-11,T-Mobile Park,Seattle Mariners,Baltimore Orioles,33,7,2,0,3,23
2023-08-11,T-Mobile Park,Baltimore Orioles,Seattle Mariners,31,2,1,0,1,8
2023-08-11,Oracle Park,San Francisco Giants,Texas Rangers,30,2,1,0,0,4
2023-08-11,Oracle Park,Texas Rangers,San Francisco Giants,34,4,0,0,2,12
2023-08-12,Citi Field,New York Mets,Atlanta Braves,33,4,1,0,1,10
2023-08-12,Citi Field,Atlanta Braves,New York Mets,48,11,5,0,6,45
2023-08-12,Citi Field,New York Mets,Atlanta Braves,31,3,2,0,0,7
2023-08-12,Citi Field,Atlanta Braves,New York Mets,34,4,2,0,1,12
2023-08-12,Rogers Centre,Toronto Blue Jays,Chicago Cubs,34,4,3,0,1,14
2023-08-12,Rogers Centre,Chicago Cubs,Toronto Blue Jays,32,3,3,0,1,13
2023-08-12,Fenway Park,Boston Red Sox,Detroit Tigers,34,6,1,0,1,12
2023-08-12,Fenway Park,Detroit Tigers,Boston Red Sox,37,7,1,0,4,25
2023-08-12,Tropicana Field,Tampa Bay Rays,Cleveland Guardians,37,7,4,0,1,19
2023-08-12,Tropicana Field,Cleveland Guardians,Tampa Bay Rays,38,10,2,1,0,17
2023-08-12,loanDepot park,Miami Marlins,New York Yankees,31,7,0,0,1,11
2023-08-12,loanDepot park,New York Yankees,Miami Marlins,31,5,0,0,0,5
2023-08-12,Citizens Bank Park,Philadelphia Phillies,Minnesota Twins,36,7,2,0,0,11
2023-08-12,Citizens Bank Park,Minnesota Twins,Philadelphia Phillies,37,6,1,0,4,24
2023-08-12,Nationals Park,Washington Nationals,Oakland Athletics,32,8,0,0,1,12
2023-08-12,Nationals Park,Oakland Athletics,Washington Nationals,34,3,2,0,2,15
2023-08-12,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,36,8,2,0,1,16
2023-08-12,Kauffman Stadium,St. Louis Cardinals,Kansas City Royals,33,5,1,0,2,15
2023-08-12,Minute Maid Park,Houston Astros,Los Angeles Angels,36,10,2,0,1,18
2023-08-12,Minute Maid Park,Los Angeles Angels,Houston Astros,31,2,2,0,1,10
2023-08-12,Guaranteed Rate Field,Chicago White Sox,Milwaukee Brewers,32,3,1,0,1,9
2023-08-12,Guaranteed Rate Field,Milwaukee Brewers,Chicago White Sox,33,6,1,0,0,8
2023-08-12,Chase Field,Arizona Diamondbacks,San Diego Padres,34,5,4,0,1,17
2023-08-12,Chase Field,San Diego Padres,Arizona Diamondbacks,32,3,2,0,0,7
2023-08-12,Oracle Park,San Francisco Giants,Texas Rangers,34,6,1,0,2,16
2023-08-12,Oracle Park,Texas Rangers,San Francisco Giants,40,12,1,2,1,24
2023-08-12,Dodger Stadium,Los Angeles Dodgers,Colorado Rockies,31,4,1,0,3,18
2023-08-12,Dodger Stadium,Colorado Rockies,Los Angeles Dodgers,30,1,1,0,1,7
2023-08-12,T-Mobile Park,Seattle Mariners,Baltimore Orioles,33,2,2,0,0,6
2023-08-12,T-Mobile Park,Baltimore Orioles,Seattle Mariners,34,4,0,0,0,4
2023-08-13,PNC Park,Pittsburgh Pirates,Cincinnati Reds,36,4,2,0,3,20
2023-08-13,PNC Park,Cincinnati Reds,Pittsburgh Pirates,39,7,4,0,1,19
2023-08-13,Fenway Park,Boston Red Sox,Detroit Tigers,36,6,3,1,2,23
2023-08-13,Fenway Park,Detroit Tigers,Boston Red Sox,34,4,2,0,1,12
2023-08-13,Nationals Park,Washington Nationals,Oakland Athletics,39,11,3,0,0,17
2023-08-13,Nationals Park,Oakland Athletics,Washington Nationals,38,5,3,0,3,23
2023-08-13,PNC Park,Pittsburgh Pirates,Cincinnati Reds,26,2,0,0,1,6
2023-08-13,PNC Park,Cincinnati Reds,Pittsburgh Pirates,33,3,3,1,0,12
2023-08-13,PNC Park,Pittsburgh Pirates,Cincinnati Reds,36,4,2,0,3,20
2023-08-13,PNC Park,Cincinnati Reds,Pittsburgh Pirates,39,7,4,0,1,19
2023-08-13,Citizens Bank Park,Philadelphia Phillies,Minnesota Twins,30,5,0,0,0,5
2023-08-13,Citizens Bank Park,Minnesota Twins,Philadelphia Phillies,36,9,0,0,1,13
2023-08-13,Rogers Centre,Toronto Blue Jays,Chicago Cubs,39,12,1,0,1,18
2023-08-13,Rogers Centre,Chicago Cubs,Toronto Blue Jays,32,3,1,0,1,9
2023-08-13,Tropicana Field,Tampa Bay Rays,Cleveland Guardians,33,6,2,0,0,10
2023-08-13,Tropicana Field,Cleveland Guardians,Tampa Bay Rays,40,8,5,0,2,26
2023-08-13,loanDepot park,Miami Marlins,New York Yankees,36,8,2,1,0,15
2023-08-13,loanDepot park,New York Yankees,Miami Marlins,33,3,1,0,2,13
2023-08-13,Minute Maid Park,Houston Astros,Los Angeles Angels,34,5,2,0,0,9
2023-08-13,Minute Maid Park,Los Angeles Angels,Houston Astros,30,1,2,0,1,9
2023-08-13,Guaranteed Rate Field,Chicago White Sox,Milwaukee Brewers,35,8,1,0,0,10
2023-08-13,Guaranteed Rate Field,Milwaukee Brewers,Chicago White Sox,32,5,1,0,1,11
2023-08-13,Oracle Park,San Francisco Giants,Texas Rangers,39,6,2,0,2,18
2023-08-13,Oracle Park,Texas Rangers,San Francisco Giants,35,7,1,0,0,9
2023-08-13,Dodger Stadium,Los Angeles Dodgers,Colorado Rockies,31,6,3,0,1,16
2023-08-13,Dodger Stadium,Colorado Rockies,Los Angeles Dodgers,31,3,1,0,1,9
2023-08-13,Chase Field,Arizona Diamondbacks,San Diego Padres,31,7,0,1,2,18
2023-08-13,Chase Field,San Diego Padres,Arizona Diamondbacks,37,7,4,0,0,15
2023-08-13,T-Mobile Park,Seattle Mariners,Baltimore Orioles,36,4,1,0,1,10
2023-08-13,T-Mobile Park,Baltimore Orioles,Seattle Mariners,37,6,2,0,1,14
2023-08-13,Citi Field,New York Mets,Atlanta Braves,34,9,1,0,0,11
2023-08-13,Citi Field,Atlanta Braves,New York Mets,34,3,2,0,2,15
2023-08-14,loanDepot park,Miami Marlins,Houston Astros,31,2,2,0,3,18
2023-08-14,loanDepot park,Houston Astros,Miami Marlins,33,7,1,0,0,9
2023-08-14,Citi Field,New York Mets,Pittsburgh Pirates,32,4,2,0,3,20
2023-08-14,Citi Field,Pittsburgh Pirates,New York Mets,32,3,2,0,0,7
2023-08-14,Truist Park,Atlanta Braves,New York Yankees,36,11,2,0,2,23
2023-08-14,Truist Park,New York Yankees,Atlanta Braves,33,9,1,1,0,14
2023-08-14,Busch Stadium,St. Louis Cardinals,Oakland Athletics,31,6,0,1,1,13
2023-08-14,Busch Stadium,Oakland Athletics,St. Louis Cardinals,34,6,1,0,1,12
2023-08-14,Globe Life Field,Texas Rangers,Los Angeles Angels,37,6,5,0,2,24
2023-08-14,Globe Life Field,Los Angeles Angels,Texas Rangers,27,1,0,0,0,1
2023-08-14,Kauffman Stadium,Kansas City Royals,Seattle Mariners,35,12,0,0,2,20
2023-08-14,Kauffman Stadium,Seattle Mariners,Kansas City Royals,34,5,2,0,0,9
2023-08-14,Coors Field,Colorado Rockies,Arizona Diamondbacks,34,7,2,0,2,19
